PMo15,Heat,1972,Morrissey,PN:Andy Warhol,SU:,prc,"AvGa, Porn",aw,lc,,|
PMo17,Women in Revolt,1972,Morrissey,PN:Andy Warhol,SU:,col,Romt,aw,lc,,|
PMo19,L'Amour,1973,Morrissey,PN: Warhol,SU:,col,Romt,aw,lc,,|
PMo20,Andy Warhols's Frankenstein,1973,Morrissey,PN:,SU:,prc,Ctxx,aw,lc,Alt(Flesh for Frankenstein; USA),|
PMo22,Andy Warhols's Dracula,1974,Morrissey,"PN:carlo Ponti, Andrew Braunsberg",SU:,col,"Horr,Porn",H,Italy,W(Morrissey) Alt(Dracula; USA) Alt(Blood for Dracula; USA),|
PMo24,The Hound of the Baskervilles,1977,Morrissey,PN:John Goldstone,SAtlantic SL:England,col,Comd,aw,lc,"W(Dudley Moore, Peter Cook, Morrissey)",|
PMo27,Madame Wang's,1981,Morrissey,PN:Jack Simmons,SU:,col,"Dram, Porn",aw,"L.A., CA",|
PMo30,Beethoven' Nephew,1986,Morrissey,PN:,SU:,col,Ctxx,aw,,|
PlT1,A Man for Burning,1961,Taviani,PN:,SU:,prc,Dram,aw,Italy ),Cod(Vittorio Taviani),|
PlT8,Saint Michael Had a Rooster,1971,Taviani,PN:,SU:,prc,Dram,aw,Italy,Cod(Vittorio Taviani),|
PlT10,Allonsenfan,1973,Taviani,PN:,SU:,prc,Dram,aw,Italy; T(1816),Cod(Vittorio Taviani),|
PlT20,Padro Padrone,1977,Taviani,PN:,SU:,prc,CTxx,aw,lc,,|
PlT40,The Night of the Shooting Star,1982,Taviani,PN:Guiliani G. deNegri,SL:It?,prc,Dram,aw,"village, Tuscany, Italy; T(1944)","Nt(Patrice Kahn's favorite) W(Taviani, Vittorio Taviani, deNegri, Tonino Guerra) M(Nicole Piovani) C(Franco diGiacomo)",|
PlT50,"Good Morning, Babylon",1987,Taviani,PN:,SU:,\Ecol,"Dram, BioP",aw,"Hollywood, USA; Italy T(1915)",CoD(V.Taviani) Seen(17May1997),|
PlT60,Fiorile,1994,Taviani,V.Taviani,SU:,prc,"Dram, Hist",aw,"csd, Tuscany, Italy; T(1790, 1903, 1990)",,|
RDL3,A Hard Day's Night,1964,R.Lester,PN:Walter Shenson,SU.A.,bnw,"Musc,Comd","F40, H****",England,M(Beatles) W(Alun Owen; AAN) C(George Martin; AAN),|
RDL4,The Knack,1965,R.Lester,PN:Oscar Lewenstein,SU.A.,,,H***,lc,,|
RDL5,Help!,1965,R.Lester,PN:Walter Shenson,SU.A.,\Ecol,"Musc, Comd",H*,England; The Bahamas,M(Beatles; Beethoven) V(Raymond Simm) Seen(9Feb1997),|
RDL6,A Funny Thing Happened on the Way to The Forum,1966,R.Lester,Frank,"SU.A., Quadrangle",\DeLuxe,Comd,"F35, H**","Rome, Italy","M(Sondheim, Ken Thorne;AA)",|
RDL7,How I Won the War,1967,R.Lester,PN:,SU:,prc,Comd,aw,lc,,|
RDL8,Petulia,1968,R.Lester,PN:,SU:,prc,Ctxx,aw,lc,C(Roeg),|
RDL10,The Three Musketeers,1973,R.Lester,PN:,SU:,prc,Actn,aw,"csd, France",R(PG) W(George MacDonald Fraser) B(Alexander Dumas),|
RDL11,Juggernaut,1974,Lester,Richard Alan Simmons,SU.A.,\DeLuxe,"Comd, Susp",H**,lc,,|
RDL12,The Four Musketeers,1975,R.Lester,"PN:Alexander Salkind, Michael Salkind",SFox,\Tcol,Actn,H*,France,R(PG) Nt(additional title: The Revenge of Milady),|
RDL13,Royal Flash,1975,Lester,PN:David V. Picker,SFox,\Tcol,"Advt,BioP",H,"Ruritania, Germany",|
RDL15,Robin and Marian,1976,Lester,PN:Dennis ODell,SColumbia,\Tcol,Dram,England; T(1500),H*,R(PG) W(J.Goldman),|
RDL17,"Butch and Sundance, the Early Days",1979,Lester,"PN:Gabriel Katzka, Stephen Bach",SFox,\DeLuxe,West,H*,West,,|
RDL18,Cuba,1979,R.Lester,"PN:Alex Winitsky, Arlene Sellers",SU.A.,\Tcol,Dram,(H),lc,R(R),|
RDL19,Superman II,1980,R.Lester,PN:Pierre Spengler,SWarners,\Tcol,Fant,H,,,R(PG),|
RDL20,Superman III,1983,R.Lester,PN:Pierre Spengler,SDovemead,col,Fant,H,,R(PG),|
RDL24,Finders Keepers,1984,Lester,"PN:Sandra Marsh, Terence Marsh",SCBS,\Tcol,"Comd, Susp",H,"train, Ca; NYC, NY; T(1973)",M(Beach Boys),|
RMe5,The Lickerish Quartet,1970,R.Metzger,PN:,SU:,prc,"Comd,Romt",aw,lc,,|
RMe12,The Cat and the Canary,1978,R.Metzger,Rich.Gordon,"SQuartet, Gala, Grenadier",\Tcol,"Myst,Romt",H,"mansion, England",W(R.Metzger),|
RoP1,Knife in the Water,1961,Polanski,PN:,SU:,prc,Ctxx,aw,lc,Lang(Polish),|
RoP2,Repulsion,1965,Polanski,PN:Gene Gutowski,SCompton,bnw,"Dram,Horr",H**,"London, England","W(Polanski, Gerard Brach)",|
RoP3,Cul-de-Sac,1966,Polanski,PN:,SU:,prc,Ctxx,aw,lc,,|
RoP4,The Fearless Vampire Killers,1967,Polanski,PN:Gene Gutowski,"SMGM, Cadre Films, Filmways",\Mcol,"Horr,Comd",H*,lc,"C(Douglas Slocombe) W(Gerald Brach, Polanski) Note(subtittle: Pardon Me, but your Teeth are Showing)Alt(Dance of the Vampires; USA) Alt(Dance of the Vampires; USA) Alt(The Fearless Vampire Killers, or Pardon Me, But Your Teeth are in my Neck; \GB)",|
RoP5,Rosemary's Baby,1968,Polanski,PN:William Castle,SParamount,\Tcol,Horr,,"Manhattan, NY",W(Polanski; AAN) R(R) B(Ira Levin),|
RoP6,Macbeth,1971,Polanski,PN:Andrew Braunsberg,SPlayboy,\Tcol,Dram,H*,Scotland,B(Shakespeare) M(Third Ear Band),|
RoP7,Che?/What?/Was?,1972,Polanski,PN:,SU:,col,Dram,,"oceanside villa, Italy",,|
RoP8,Chinatown,1974,Polanski,PN:Robert Evans,SParamount,\Tcol\CS,Myst,"H***, Z*, AAN, AAN dir","L.A., CA; T(1939)","C(John A. Alonso; AAN) M(Jerry Goldsmith; AAN) W(Towne; AA) R(R) Ser(J.J.Gites, 1)",|
RoP9,Le Locataire,1976,Polanski,PN:Andrew Braunsberg,SParamount,\Ecol,Horr,H,France,R(R) C(Nykvist) Alt(The Tenant; USA),|
RoP10,Tess,1980,Polanski,PN:,SU:,prc,Dram,aw,lc,"R(PG) W(Gerard Brach, Roman Polanski, John Brownjohn) B(Thomas Hardy)",|
RoP15,Frantic,1988,Polanski,"PN:Thom Mount, Tim Hampton",SU:,,Susp,RE***,"Paris, France",,|
RoP20,Bitter Moon,1994,Polanski,Polanski,SU:,col,"Noir,Porn",,"cruise ship, Indian Ocean",W(Polanski),|
RoP22,Death and the Maiden,1994,Polanski,Polanski,SU:,col,Susp,South America,,B(Arial Dorfman),|
SaP2,Ride the High Country,1962,Peckinpah,PN:,SU:,prc,West,NFR,West,,|
SaP4,The Wild Bunch,1969,Peckinpah,PN:Phil Feldman,SWarner Seven Arts,"\Pan, \Tcol",West,H***,Mexico,W(Jerry Fielding; AAN),|
SaP6,The Ballad of Cable Hogue,1970,Peckinpah,PN:,SU:,,Dram,,"csd, USA",,|
SaP10,Straw Dogs,1971,Peckinpah,PN:,SU:,prc,CTxx,aw,lc,R(R),|
SaP11,The Getaway,1972,Peckinpah,"P:D.Foster, Mitchell Brower","SSolar, First Artists",\Tcol,Actn,H**,TX,R(PG) W(Walter Hill) B(Walter Thompson),|
SaP13,Pat Garrett and Billy the Kid,1973,Peckinpah,PN:,SU:,prc,West,H,lc,R(R),|
SaP15,Killer Elite,1975,Peckinpah,PN:,SU:,prc,Actn,aw,lc,R(PG),|
SaP19,Cross of Iron,1977,Peckinpah,PN:,SU:,prc,CTxx,aw,lc,R(R),|
SaP20,Convoy,1978,Peckinpah,PN:Robert M. Sherman,"SU.A., EMI",\DeLuxe,Actn,H,"csd, AZ",R(R) Seen(26May1990),|
SaP25,Major Dundee,1980,Peckinpah,PN:,SU:,prc,CTxx,aw,lc,"W(Harry Julian Fink, Oscar Saul, Peckinpah) Er(19xx?)",|
SaP30,The Osterman Weekend,1983,Peckinpah,PN:,SU:,col,Actn,CG**,lc,B(Robert Ludlum),|
SCl5,The Connection,1961,Clarke,PN:,SU:,prc,Docu,aw,NY,"B(Warren Miller) M(Charlie Parker, Freddie Redd)",|
SCl10,The Cool World,1964,Clarke,PN:,SU:,prc,Docu,aw,"Harlem, NY",B(Warren Miller),|
SeL1,Le collosse de Rhodes,1961,S.Leone,PN:,SL:\It,prc,Advt,aw,Greece,,|
SeL20,A Fistful of Dollars,1964,S.Leone,PN:,SU:,prc,West,aw,West,,Cost(245K) Inc(5M)|
SeL26,For a Few Dollars More,1966,S.Leone,PN:,SU:,prc,West,aw,West,,|
SeL28,Man with No Name,1967,S.Leone,PN:,SU:,prc,West,aw,West,,|
SeL30,The Big Gundown,1968,S.Leone,PN:,SU:,prc,West,aw,West,Er(D) Inc(2M),|
SeL35,"The Good, The Bad, and The Ugly",1968,S.Leone,PN:,SU:,prc,Ctxx,aw,lc,R(PG),|
SeL45,Once Upon A Time in the West,1976,S.Leone,PN:,"SSan Marco, Paramount",col,"Dram,Actn",H*,West,"W(S.Leone, Sergio Donati, Bertolucci) B(Dario Argento, Bertolucci, S.Leone) Le(168min, credits 12min)",|
SeL55,Once Upon A Time in America,1984,S.Leone,PN:Aaron Milchan,"SWarners,Embassy",\Tcol,"CnR,Actn",H**,USA; T(1922-1968),"W(S.Leone, al) B(Harry Grey: The Hoods) R(R) M(Ennio Morricone; BFA) Le(228min, 147min)",|
SlV10,The Mask,1961,Vorkapich,PN:,SU:,"bnw, 3D col",Horr,aw,lc,Alt(Eyes of Hell; USA),|
ViM10,Sledge,1961,Morrow,PN:,SU:,prc,Ctxx,aw,lc,,|
WRe10,101 Dalmatians,1961,Reitherman,PN:,SDisney,col,Cart,aw,\GB,"CoD(Clyde Geronimi, Hamilton S. Luke)",|
WRe20,The Jungle Book,1967,Reitherman,,SDisney,\Tcol,Cart,H*,India,"B(Rudyard Kipling) M(Richard Sherman, Robert Sherman, Terry Gilkyson; AAN)",|
WRe25,The Aristocats,1970,Reitherman,,SDisney,\Tcol,Cart,H**,,,|
WRe35,The Many Adventures of Winnie-the-Pooh,1983,Reitherman,,SDisney,\Tcol,Cart,,"csd, England",B(Milne) Nt(combined from three earlier shorts) Er(D),|
WRe38,The Great Mouse Detective,1986,Reitherman,,SDisney,\Tcol,Cart,,,Er(D) Inc(~20M),|
WRe40,Daffy Duck's Quackbusters,1988,Reitherman,,SDisney,\Tcol,Cart,,,Er(D),|
AMg,title Margheriti,@1962,<td prds</td,st.,p,ct,aw,lc,Nt(first?),|
AMg7,The Golden Arrow,1962,Margheriti,PN:Goffredo Lombardo,"SMGM, SL:Italy",col,Fant,aw,"Damascus, Syria",,|
AMg10,Castle of Blood,1964,Margheriti,PN:,SU:,prc,Horr,aw,lc,,|
ARG1,L'immortelle,1962,RobbeGrillet,PN:,SU:,prc,Ctxx,aw,lc,,|
ARG2,Trans-Europe Express,1966,RobbeGrillet,PN:,SU:,,Susp,,"train, France",W(RobbeGrillet),|
Ava3,Cleo from 5 to 7,1962,Varda,PU:,SU:,col,Dram,aw,,Lang(\Fr),|
AVa10,Vagabond,1985,Varda,PN:,SU:,prc,"Dram, Docu",aw,France,,|
AVa12,Jaquot de Nantes,1993,Varda,PN:,SU:,prc,BioP,aw,"Nantes, France",Er(1991),|
AVa17,A hundred and one nights,1998,Varda,PU:,SU:,prc,Ctxx,,"theaters, France",Lang(\Fr),|
AVo10,"Die Tur mit den Sieben Schl\:ossern",1962,Vohrer,PN:,SUCC,bnw,Horr,aw,lc,B(Edgar Wallace),|
BB2,Before the Revolution,1964,Bertolucci,PN:,SU:,prc,Dram,GP,"Parma, Italy",,|
BB5,The Spider's Stratagem,1970,Bertolucci,PN:Alberto Grimaldi,"SRTV Italiana, SD:U.A.",\Tcol,Dram,H* AAN dir,"Sabbioneta, town, N.Italy; T(1936,1950)",B(Jorge Luis Borges: The Theme of the Hero and the Traitor) C(Vittorio Storaro) Lang(\It),|
BB6,Il Conformista,1971,Bertolucci,PN:,"SMars,Marianne,Maran",col,Dram,,Italy; T(1938),B(Alberto Moravia) C(750K) C(Vittorio Storaro) Lang(\It) W(Bertolucci),|
BB7,Last Tango in Paris,1972,Bertolucci,PN:Alberto Grimaldi,SU.A.,\Tcol,Romt,AAN dir,"Paris, France",C(Vittorio Storaro) R(X),|
BB8,Novecento,1976,Bertolucci,PN:Alberto Grimaldi,"SFox, Pea",\Tcol,Epic,H*,"csd, Emilia, Italy; T(1900-1945)",Le(5h) Nt(two parts),|
BB9,Luna,1977,Bertolucci,PN:,SU:,\Tcol,|
BB10,Tragedy of a Ridiculous Man,1981,Bertolucci,PN:,SU:,prc,Dram,aw,Italy,Er(title original),|
BB11,The Last Emperor,1987,Bertolucci,PN:Jeremy Thomas,SU:,col,BioP,"AA, T90, AA dir","Bejing, China; Manchuria",Seen(Dec1987) C(Ferdinando Scarfiotti),|
BB15,The Sheltering Sky,1990,Bertolucci,PN:Jeremy Thomas,SU:,col,Dram,,"desert, Tangier; Morocco; T(1946)",B(Paul Bowles) W(Mark Peploe) C(Storaro) R(R),|
BB17,The Little Buddha,1994,Bertolucci,PN:,SMiramax,col,Dram,,Nepal,,|
BtB3,Going Places,1974,Bt.Blier,PN:,SU:,prc,"Romt,Comd",,France,Lang(\Fr) C(Bernard Nuytten) M(Stephane Grappelli: jazz violin),|
BtB5,Preparez Vos Mouchoirs,1978,Bt.Blier,PN:,SU:,prc,CTxx,AA for,|
BtB7,Buffet Froid,1980,Bt.Blier,PN:,SU:,prc,Ctxx,aw,lc,Lang(\Fr),|
BtB13,Menage,1982,Bt.Blier,PN:,SU:,prc,Ctxx,aw,lc,Er(1982?),|
BtB15,My Best Friend's Girl,1983,Bt.Blier,PU:,SU:,prc,"Comd, Porn",,lc,Er(Alt- Menage),|
BtB19,Going Places,1985,Bt.Blier,PN:,SU:,prc,Ctxx,aw,lc,C(Nuytten) Er(1985?),|
BtB25,Too Beautiful for You,1990,Bt.Blier,PN:,SU:,prc,Romt,aw,France,M(Schubert),|
BtB29,"Une, deux, trois, soleil",1994,Bt.Blier,PN:,SU:,prc,Romt,aw,France,,|
BtB32,Mon Homme,1996,Bt.Blier,PU:,SU:,col,Romt,aw,,M(Barry White) Lang(\Fr),|
BGi10,Profit-Sharing Plan,1962,B.Girard,"P:Hitchcock, J.Harrison","SShamley, NBC","bnw,TV",Susp,,lc,"TV(13Mar1962) Le(30m) W(B(Richard Levinson, William Link))",|
BGi11,Ten O'clock Tiger,1962,B.Girard,"P:Hitchcock, J.Harrison","SShamley, NBC","bnw,TV",Susp,,boxing rinks,TV(3Apr1962) Le(30m) W(B(William Fay)) VT(N:HS2) Seen(31May1992),|
BGi13,The Matched Pearl,1962,B.Girard,"P:Hitchcock, J.Harrison","SShamley, NBC","bnw,TV",Susp,,lc,TV(24Apr1962) Le(30m) VT()n(HS3) Seen(30May1992)) W(B(Henry Slesar)),|
BGi14,A Piece of the Action,1962,B.Girard,"P:Hitchcock, J.Harrison","SShamley, CBS","bnw,TV",Susp,,lc,TV(20Sep1962) Le(1h),|
BGi15,Ride the Nightmare,1962,B.Girard,Hitchcock,"SShamley, CBS","bnw,TV",Susp,,lc,TV(29Nov1962) Le(1h) W(B(Richard Matheson)),|
BGi16,Hangover,1962,B.Girard,Hitchcock,"SShamley, CBS","bnw,TV",Susp,,lc,"TV(6Dec1962) Le(1h) B(John D. MacDonald, Charles Runyon)",|
BGi17,An out for Oscar,1963,B.Girard,Hitchcock,"SShamley, CBS","bnw,TV",Susp,,lc,TV(5Apr1963) Le(1h) B(Henry Kane),|
BGi18,Run for Doom,1963,B.Girard,Hitchcock,"SShamley, CBS","bnw,TV",Susp,,lc,TV(17May1963) Le(1h) B(Henry Kane) W(James Bridges),|
BGi19,Blood Bargain,1963,B.Girard,Hitchcock,"SShamley, CBS","bnw,TV",Susp,,lc,TV(25Oct1963) Le(1h) B(Henry Kane) W(James Bridges),|
BGi20,The Dividing Wall,1963,B.Girard,Hitchcock,"SShamley, CBS","bnw,TV",Susp,,lc,TV(6Dec1963) Le(1h),|
BGi21,Water's Edge,1964,B.Girard,Hitchcock,"SShamley, CBS","bnw,TV",Susp,,lc,TV(19oct1964) Le(1h) B(Robert~Bloch) W(Alfred Hayes),|
CJ2,Anne of a Thousand Days,1970,Jarrot,Wallis,SUniversal,\Tcol\Pan,,"H*, AAN",,"W(John Hale, Bridget Boland, AAN) C(Arthur Ibbetson; AAN) M(Geroges Delerue; AAN)",|
CJ3,"Mary, Queen of Scots",1972,Jarrot,PN:,SU:,prc,Ctxx,aw,lc,,|
CJ4,Lost Horizon,1973,Jarrot,Hunter,SColumbia,\Tcol,Advt,H* W50,Tibet,Cost(6M),|
CJ6,the Other Side of Midnight,1977,Jarrot,"PN:Frank Jablans, Martin Ransohoff",SU:,,Porn,[27],"Paris, France; Hollywood, CA; island, Greece",B(S.Sheldon),|
CJ8,Last Flight of Noah's Ark,1981,Jarrot,PN:,SDisney,\Tcol,Advt,H,"island, Pacific",R(G),|
CJ9,Condor Man,1981,Jarrott,PN:Jan Williams,SDisney,\Tcol,CTxx,(H),lc,R(G),|
CJ10,The Amateur,1982,Jarrott,PN:,SU:,prc,CTxx,aw,lc,R(R),|
ElS2,Cat Ballou,1965,Silverstein,PN:,SU:,prc,Comd West,aw,lc,"R(NR) W(Walter Newman, Frank R. Pierson)",|
ElS4,A Man Called Horse,1969,Silverstein,PN:Howard,SU:,col,West,aw,lc,,|
ElS10,The Car,1977,Silverstein,PN:,SU:,prc,Ctxx,aw,lc,,|
FPy1,David and Lisa,1962,F.Perry,PN:Paul M. Heller,SContinental,bnw,Dram,"Z*, H*, AAN dir","school, csd, NY",W(Eleanor Perry; AAN),|
Fpy7,Truman Capote's Trilogy,1969,F.Perry,F.Perry,SAllied Arts,col,Dram,,,"W(Truman Capote, E.Perry)",|
FPy8,Last Summer,1969,F.Perry,"PN:Alfred Crown, F.Perry",SAlsid,\Ecol,"Dram,Comd",H*,"seaside, USA",W(Eleanor Perry),|
FPy10,Diary of a Mad Housewife,1970,F.Perry,F.Perry,SUniversal,\Tcol,Comd,(H**),lc,R(R),|
FPy20,Mommie Dearest,1981,F.Perry,PN:Frank Yablans,SParamount,\Mcol,BioP,H,lc,R(PG),|
FPy22,Monsignor,1982,F.Perry,"PN:Kurt Neuman, Frank Yablans",SFox,\DeLuxe,Dram,"H, [27]",Vatican,Er(P:Yablans) R(R),|
FPy30,On The Bridge,1982,F.Perry,PN:,SU:,col,Docu,,hospital,,|
GgE10,The Ugly American,1962,Englund,Englund,SU-I,\Ecol,Dram,aw,SoutEast Asia,,|
GlR10,Barravento,1962,Rocha,PN:,SU:,prc,Ctxx,aw,"fishing village, Bahia, Brazil",Lang(\Pg),|
GlR15,Deua e o diabo na terra do sol,1963,Rocha,PN:,SU:,prc,Dram,aw,"Bahia, Brazil",Lang(\Pg),|
GlR20,Terra em Transe,1962,Rocha,PN:,SU:,prc,Dram,aw,Brazil,Lang(\Pg),|
GlR25,Antonio das Mortes,1962,Rocha,PN:,SU:,prc,Dram,aw,Brazil,Lang(\Pg),|
GRH1,Period of Adjustment,1962,G.R.Hill,PN:Lawrence Weingarten,SMGM,bnw,Dram,H,,B(Tenessee Williams) W(Isabel Lennart),|
GRH2,Toys in the Attic,1963,G.R.Hill,PN:,SU.A.,prc,Dram,,"mansion, South",B(Lillian Hellman) W(James Poe),|
GRH3,The World of Henry Orient,1964,G.R.Hill,J.Hellman,SU.A.,\DeLuxe,Romt,H**,"NYC, NY","W(Nora Johnson, Nunally~J.)",|
GRH4,Hawaii,1966,G.R.Hill,PN:Walter Mirisch,SU.A.,\DeLuxe,Dram,H*,HA,"W(Daniel Taradash, Trumbo) B(Michener) C(Russell Harlan; AAN)",|
SU:,prc,CTxx,,HA,|
GRH5,Thoroughly Modern Millie,1967,G.R.Hill,PN:Ross Hunter,SUniversal,\Tcol,Comd,H*,"N.Y., NY; T(1920)","C(Russell Metty) M(Elmer Bernstein; AA) M(Andre Previn, Joseph Gershenson; AAN) Le(2h)",|
GRH6,Butch Cassidy and the Sundance Kid,1969,G.R.Hill,PN:John Foreman,SFox,\DeLuxe,Advt,"H***, AAN, AAN dir, Z*",West,"W(W.Goldman; AA) C(Conrad Hall; AA) M(Burt Bacharach; AA) R(PG) CoP(D.Brown, R.Zanuck)",|
GRH7,Slaughterhouse Five,1972,G.R.Hill,PN:,SU:,prc,CTxx,,"Dresden, Germany; T(1944)",R(R) C(Ondricek) B(Kurt Vonnegut,|
GRH8,The Sting,1966,G.R.Hill,PN:,SU:,prc,Dram,AAdir,; T(1930),"R(PG) CoP(D.Brown, R.Zanuck)",|
GRH9,The Great Waldo Pepper,1975,G.R.Hill,G.R.Hill,SUniversal,\Tcol\AO,Advt,H*,"airplanes, Midwest; Hollywood; T(1920)",M(Henry~Mancini) C(Surtees),|
GRH10,Slap Shot,1977,G.R.Hill,"PN:Robert F. Wunsch, Stephen Friedman",SUniversal,\Tcol,"Comd,Actn",H*,"hockey field, Charlestown, milltown, PA",M(Maxine Nightingale) W(Nancy Dowd (first)) R(R),|
GRH11,A Little Romance,1979,G.R.Hill,PN:Patrick Kelly,"SWarner,Orion",\Tcol,Romt,H,lc,R(PG),|
GRH12,The World According to Garp,1982,G.R.Hill,PN:,SU:,col,Ctxx,aw,,R(R) B(John Irving),|
GRH20,The Little Drummer Girl,1984,G.R.Hill,PN:Robert L. Crawford,SU:,col,Dram,RE**,Israel,B(leCarre) R(R),|
ILb10,The Mermaids of Tiburon,1962,Lamb,PN:Lamb,SArt Films Int.,col,Advt,aw,underwater,C(Lamb),|
ILb12,Aqua Sex,1965,Lamb,PN:Lamb,SArt Films Int.,col,Porn,aw,underwater,C(Lamb),|
HHe1,Carnival of Souls,1962,Herk,Herk,SHerts-Lion,bnw,Horr,Z*,,C(Maurice Prather),|
JsL10,The Sorcerer's Apprentice,1962,Leytis,Hitchcock,"SShamley, NBC","bnw,TV","Susp,Horr",,lc,TV(*) Le(30m)Nt(not shown in first run) W(B(Robert~Bloch)),|
JPd10,"Garrincha, Alegria do Povo",1962,deAndrade,PN:,SU:,prc,BioP,aw,soccer fields,Lang(\Pg),|
JPd20,Macunaima,1969,deAndrade,PN:,SU:,prc,Dram,aw,csd; city,Lang(\Pg),|
JPd26,Matrimonial Warfare,1975,deAndrade,PU:,SU:,prc,Ctxx,,lc,,|
LFr10,House on Bare Mountain,1962,Frost,"PN:Bob Cresse, David Andrew, Wesdon Bishop",SOlympic,prc,"Porn,Horr",aw,girls' school,,|
LHM1,PT-109,1962,Martinson,PN:Brian Foy,SWarners,"\Pan, \Tcol","BioP,Advt",H,"sea, Pacific",Seen(13Nov1988) R(PG),|
LHM3,Batman,1962,Martinson,PN:William Dozier,SFox,\DeLuxe,Fant,H*,"NYC, NY",|
LHM10,The Kid with the Broken Halo,1965,Martinson,PN:James Begg,SU:,col,Comd,,,Er(19xx),|
PY1,Summer Holiday,1962,Yates,PN:Kenneth Harper,SABP,\Tcol,Musc,H*,"bus, England; Europe",|
PY3,Robbery,1967,Yates,PN:,SBritain,|
PY4,Bullit,1968,Yates,PN:,SUS,,CnR,,"SF, CA",R(PG) B(Robert L. Pike) M(Lalo Schifrin),|
PY6,The Hot Rock,1972,Yates,PN:,SFox,col,,,Alt(How to Steal a Diamond on Four Uneasy Lessons; \GB),|
PY7,The Friends of Eddie Coyle,1973,Yates,PN:Paul Monash,SU:,col,CnR,"Boston, MA",B(George V. Higgins) W(Paul Monash),|
PY10,The Deep,1977,Yates,PN:,SU:,col,Susp,aw,lc,"R(PG) W(P.Benchley, T.K.Wynn) B(P.Benchley)",|
PY11,Breaking Away,1979,Yates,Yates,SFox,\DeLuxe,Dram,H*,"university own, IN",Seen(29Jul1989),|
PY13,For Pete's Sake,1980,Yates,PN:,SU:,prc,CTxx,aw,lc,"R(PG) W(Stanley Shapiro, Maurice Richlin) Er(19xx?)",|
PY15,Eyewitness,1981,Yates,PN:,SU:,col,CTxx,aw,lc,R(R) W(Steve Tesich),|
PY19,Krull,1983,Yates,"PN:Ted Mann, Ron Silverman",SColumbia,\Mcol,ScFi,H,planet,R(PG),|
PY20,The Dresser,1983,Yates,PN:,SU:,prc,CTxx,aw,lc,R(PG) W(Ronald Harwood),|
PY25,Suspect,1987,Yates,"PN:John Veitch, Daniel E. Sherkov",STriStar,col,Susp,RE**+,"Washington, DC",Seen(11Nov1988),|
PY32,Roommates,1995,Yates,PN:, Buena Vista,col,Romt,,,Seen(1996),|
PY34,Nine Months,1995,Yates,PU:,Fox,col,"Romt, Dram",aw,"San Francisco, CA; Marin County, CA",Er(D) Seen(10Jan1998),|
PY37,An Innocent Man,1998,Yates,"PN:Ted Fried, Roland Croft",Touchstoners,col,CnR,,lc,M(Howard Shore) C(William Fraker) Er(19xx),|
RD1,X-15,1962,R.Donner,PN:,SU:,prc,Ctxx,aw,lc,,|
RD4,The Omen,1976,R.Donner,PN:Harvey Bernard,SFox,\DeLuxe,Horr,H** W50,,R(R) M(Jerry Goldsmith; AA) Cost(2.8M) Inc(200M),|
RD5,Superman,1978,R.Donner,PN:Pierre Spengler,SWarners,\Tcol,Fant,H,"planet Krypton; NYC, NY; Northpole","V(John Barry) M(John~Williams; AAN) Seen(1978, 16Nov1998)",|
RD7,Inside Moves,1980,R.Donner,PN:,SU:,prc,Ctxx,aw,lc,R(PG),|
RD8,The Toy,1982,R.Donner,PN:,SU:,prc,Ctxx,aw,lc,R(PG) W(Carol Sobleski),|
RD9,Ladyhawke,1984,R.Donner,"PN:Lauren Shuler, R.Donner",SWarners,col,Dram,aw,England; T(1300),C(Storaro),|
R.Donner,J.Silver,SWarners,col,Actn,aw,"L.A., CA",W(Shane Black),|
RD15,Lady Luck,1985,R.Donner,"PN:R.Donner, Lauren Shuler",SWarners,col,Ctxx,aw,lc,"C(Storaro) Er(19xx, Tm)",|
RD18,Absolute Beginners,1987,R.Donner,PN:,SU:,prc,Musc,aw,lc,"Er(D, 19xx)",|
RD19,Lethal Weapon,1987,R.Donner,,SWarners,col,Actn,aw,,ER(198x),|
RD20,Scrooged,1988,R.Donner,PN:,SU:,prc,Ctxx,aw,lc,,|
RD25,Lethal Weapon II,1989,R.Donner,,SWarners,col,Actn,aw,S.A.,,|
RD30,Radio Flyer,1989,R.Donner,PN:Lauren Shuler,SColumbia,col,Dram,aw,lc,cost(45M) W(David Mickey Evans),|
RD35,Lethal Weapon III,1992,R.Donner,R.Donner,SWarners,col,Actn,aw,"L.A., CA",R(R) C(DeBont),|
RD37,Maverick,1994,R.Donner,"PN:Mel Gibson, Bruce Davey",SWarners,col,"Comd,West",aw,,R(PG) Note(based on TV show) W(W.Goldman) C(Vilmos Zsigmond) Cost(40M),|
RD41,Conspiracy Theory,1997,R.Donner,"PN:Joel Silver, R.Donner",Warners,col,Susp,aw,"New York, NY",W(Brian Helgeland) R(R) Seen(31Dec97),|
RD43,Lethal Weapon 4,1998,R.Donner,,SWarners,col,Actn,aw,,,|
RoT5,The Man at the Carleton Towers,1962,Tronson,PN:,SU:,prc,CTxx,aw,lc,,|
RoT10,The Traitors,1962,Tronson,PN:,SU:,prc,CTxx,aw,lc,,|
RoT15,On the Run,1963,Tronson,PN:,SU:,prc,CTxx,aw,lc,,|
RoT20,Ring of Spies,1964,Tronson,PN:,SU:,prc,BioP,aw,"London, England",,|
RNe1,Requiem for A Heavyweight,1962,R.Nelson,PN:David Susskind,SColumbia,bnw,Dram,H*,lc,,|
